"","logW","E.logW","gap","SE.sim","W","K","Simulation"
"217",11.7062436937328,12.3347765741649,0.62853288043207,0.0117121493342134,"1.575",1,8
"218",11.6048017876666,12.3090902715469,0.704288483880257,0.0121319537063677,"1.575",2,8
"219",11.5780439459764,12.2898963196031,0.711852373626673,0.0125488191071731,"1.575",3,8
"220",11.5649458904284,12.2716988110287,0.706752920600293,0.012875743503293,"1.575",4,8
"221",11.5417490445838,12.255498480832,0.713749436248269,0.0131763650959645,"1.575",5,8
"222",11.524297419814,12.240597740987,0.716300321173014,0.0132703043308801,"1.575",6,8
"223",11.7062436937328,12.3324741679536,0.626230474220826,0.00877803455913398,"2.05",1,8
"224",11.6048017876666,12.3063217505397,0.701519962873105,0.00943096511329868,"2.05",2,8
"225",11.5780439459764,12.2864659897568,0.70842204378042,0.00941661010358296,"2.05",3,8
"226",11.5563195260844,12.2678617340385,0.711542207954118,0.0101294223226275,"2.05",4,8
"227",11.5437353214529,12.2502797991698,0.706544477716925,0.0103183770332461,"2.05",5,8
"228",11.5270008458541,12.2328556711164,0.705854825262309,0.0104321710809175,"2.05",6,8
"229",11.7062436937328,12.3366357051483,0.630392011415493,0.0116074549409613,"2.525",1,8
"230",11.5947131567488,12.310483579999,0.715770423250198,0.01177973682329,"2.525",2,8
"231",11.5761656581692,12.2898847498286,0.713719091659335,0.0120475823523059,"2.525",3,8
"232",11.5509826407635,12.2705139725474,0.719531331783919,0.0120621409713502,"2.525",4,8
"233",11.5346504330234,12.2527105880417,0.718060155018314,0.0113797599817464,"2.525",5,8
"234",11.5176969836202,12.2350173941861,0.71732041056598,0.0112680897340255,"2.525",6,8
"235",11.7062436937328,12.3337866516386,0.627542957905799,0.0118048527418559,"3",1,8
"236",11.5947131567488,12.3081049296078,0.713391772858987,0.0121772098809125,"3",2,8
"237",11.5660329324887,12.2877429569086,0.721710024419922,0.0123717935296075,"3",3,8
"238",11.546940601828,12.2681001592616,0.721159557433692,0.0125927515567136,"3",4,8
"239",11.5260540906642,12.250016363057,0.723962272392836,0.012914214099636,"3",5,8
"240",11.5114966654139,12.2329271449652,0.721430479551282,0.0133878511749675,"3",6,8
"241",11.707462298746,12.3589275802698,0.651465281523787,0.0109884594108461,"1.1",1,9
"242",11.6125362336219,12.3330646428239,0.720528409202014,0.010539303486771,"1.1",2,9
"243",11.5895448416633,12.3184378732076,0.728893031544334,0.0112182542741642,"1.1",3,9
"244",11.5718959755384,12.3038251642169,0.731929188678459,0.0118905398503953,"1.1",4,9
"245",11.5529576072703,12.2869090478618,0.733951440591477,0.0123014327177702,"1.1",5,9
"246",11.5303164097428,12.2701453885531,0.739828978810218,0.0126509945824813,"1.1",6,9
"247",11.707462298746,12.365413073877,0.657950775131004,0.0105239667712524,"1.575",1,9
"248",11.6125362336219,12.3391055516674,0.726569318045465,0.0109346567411626,"1.575",2,9
"249",11.5877655154246,12.3191106746813,0.731345159256707,0.0108416583271295,"1.575",3,9
"250",11.5700849387515,12.300987356458,0.730902417706474,0.011153619769152,"1.575",4,9
"251",11.5416998690926,12.285302352557,0.743602483464421,0.0116196831748947,"1.575",5,9
"252",11.5262068344922,12.2692771024505,0.743070267958275,0.0126793041919114,"1.575",6,9
"253",11.707462298746,12.3589435118174,0.651481213071362,0.0111682965320601,"2.05",1,9
"254",11.6125362336219,12.3328783108504,0.720342077228493,0.0115456033016536,"2.05",2,9
"255",11.5875946149803,12.3127416510863,0.72514703610601,0.0121411910820998,"2.05",3,9
"256",11.5554809983508,12.2942167849504,0.738735786599564,0.0124363392204515,"2.05",4,9
"257",11.5327424645708,12.276897451285,0.74415498671417,0.0118409111354388,"2.05",5,9
"258",11.5176580731176,12.2603669635502,0.742708890432622,0.0120032395649731,"2.05",6,9
"259",11.707462298746,12.3626591899301,0.655196891184076,0.0114530447367257,"2.525",1,9
"260",11.6007977382601,12.3361646990991,0.73536696083899,0.0117524915383419,"2.525",2,9
"261",11.5770173705696,12.315627286424,0.738609915854484,0.0126339133871496,"2.525",3,9
"262",11.5560004810538,12.2961940486736,0.740193567619848,0.0133944939178002,"2.525",4,9
"263",11.5317669002448,12.2782789577594,0.746512057514627,0.0139550825759534,"2.525",5,9
"264",11.5155008844572,12.26067585222,0.745174967762752,0.0140010354550722,"2.525",6,9
"265",11.707462298746,12.3628009195859,0.655338620839895,0.0100925148120092,"3",1,9
"266",11.6007977382601,12.3360279489594,0.735230210699303,0.0102555512962522,"3",2,9
"267",11.576971281269,12.3152500379112,0.738278756642206,0.0103841834489062,"3",3,9
"268",11.5467816258042,12.2955217542359,0.748740128431681,0.0107779416746642,"3",4,9
"269",11.5315917548694,12.2768233024838,0.745231547614431,0.0103005206147552,"3",5,9
"270",11.5133252844557,12.258857780929,0.745532496473276,0.0103441922841156,"3",6,9
"271",11.7112865254858,12.3798575641587,0.6685710386729,0.0103627790896897,"1.1",1,10
"272",11.611644391407,12.3504383314562,0.738793940049145,0.0103256987418232,"1.1",2,10
"273",11.5893678372285,12.3349379089182,0.745570071689706,0.0104248011308907,"1.1",3,10
"274",11.5744291557624,12.3198301287021,0.745400972939704,0.0105921451960379,"1.1",4,10
"275",11.5548218304838,12.3041586219096,0.749336791425703,0.0109500863009737,"1.1",5,10
"276",11.5430527035542,12.2885800880795,0.745527384525319,0.010937346523157,"1.1",6,10
"277",11.7112865254858,12.3783142004905,0.667027675004702,0.0102937234948105,"1.575",1,10
"278",11.6098904046102,12.3487612007234,0.73887079611319,0.0101894230992593,"1.575",2,10
"279",11.5773848958357,12.331812566469,0.75442767063328,0.0102053887476342,"1.575",3,10
"280",11.5571711737221,12.3150779299041,0.757906756181942,0.0108432182261006,"1.575",4,10
"281",11.5430253540431,12.2973220993155,0.754296745272427,0.0106887632440571,"1.575",5,10
"282",11.5295581201794,12.2800004341097,0.750442313930273,0.0106136364942379,"1.575",6,10
"283",11.7112865254858,12.3754570116465,0.664170486160767,0.00945968581166305,"2.05",1,10
"284",11.6098904046102,12.3461361559411,0.736245751330891,0.00960787770076227,"2.05",2,10
"285",11.5765718056865,12.3266016489529,0.750029843266459,0.0106211728180018,"2.05",3,10
"286",11.5563414738679,12.3081276069676,0.751786133099721,0.0101906174407321,"2.05",4,10
"287",11.5417869638773,12.2899830385043,0.748196074627028,0.0106139320284286,"2.05",5,10
"288",11.5250146209325,12.2722534783805,0.747238857448041,0.0105279790848155,"2.05",6,10
"289",11.7112865254858,12.37869981822,0.667413292734278,0.00998560943698753,"2.525",1,10
"290",11.603038006654,12.3491638813906,0.746125874736599,0.0103127845790061,"2.525",2,10
"291",11.5752592224706,12.3286679139759,0.753408691505275,0.0103900025409683,"2.525",3,10
"292",11.5535940835863,12.3092412327535,0.755647149167224,0.0110315037883242,"2.525",4,10
"293",11.5368964924166,12.2911106046344,0.754214112217833,0.0111810595729069,"2.525",5,10
"294",11.5191445681952,12.2735843881651,0.754439819969861,0.0111781586250491,"2.525",6,10
"295",11.7112865254858,12.3781561865252,0.666869661039449,0.0103987462646316,"3",1,10
"296",11.6050778493787,12.3486407425569,0.743562893178273,0.0109108909526212,"3",2,10
"297",11.5742663780931,12.3282109127032,0.753944534610177,0.0107615960906328,"3",3,10
"298",11.5542091801483,12.3087725917916,0.754563411643296,0.0113354748683213,"3",4,10
"299",11.5369344739427,12.2908135707503,0.753879096807594,0.011700129023872,"3",5,10
"300",11.5157741502663,12.2731472246664,0.757373074400105,0.0113512990347278,"3",6,10
